0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 270.432, -0.05410520681182424, -0.0, 270.47, -0.8044200000000001, 0.13734000000000002, -10.849860000000001, -0.05768624042581332, 0.06195929527216986, 0.023501801654960984, 270.466, -0.48876057350102176, 0.571998254578937, 1.7732188143739986, 0.002, 8.0, 9.0, 24.0, 0.0, 8.0, 11.0, 17.0, 60.0, 270.456, 3.0, 2.0, 270.456, 17.0, 24.0, 1540.0, 1.0, 0.0, 0.0, 0.0, 270.47, 19.0, -1.1, 0.0, 270.47, 4.990920881971466, 0.8333867399099718, 0.0, 270.47, 249.0, 0.0, 237.0, 0.0, 270.466, 39.85452581012392, 93.66077689432385, 4.880073344748723, 0.019449412645166256, -0.03718414566611388, -0.43436537134198694, 0.0, 0.0, 0.0, 0.003364710852071247, 0.001650371482574832, 0.002174908155331119, -0.21005088281841017, -0.029475656665696476, 0.15592430889981293, -0.48876057350102176, 0.571998254578937, 1.7732188143739986, -0.05410520681182424, -0.0, 0.0, 1540.0, 1.0, 1.0, 270.47, 270.47
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 270.532, -0.05410520681182424, -0.0, 270.59000000000003, -0.33354000000000006, -0.07848000000000001, -10.75176, -0.055549713002635046, 0.05768624042581332, 0.023501801654960984, 270.59000000000003, -0.4881170620919683, 0.5438506047607801, 1.7732188143739986, 0.002, 9.0, 10.0, 24.0, 0.0, 8.0, 12.0, 17.0, 61.0, 270.588, 3.0, 3.0, 270.498, 17.0, 23.0, 1560.0, 1.0, 0.0, 0.0, 0.0, 270.59000000000003, 19.0, -1.7000000000000002, 0.0, 270.59000000000003, 4.989089799343862, 0.834485389486534, 0.0, 270.59000000000003, 249.0, 0.0, 237.0, 0.0, 270.586, 39.854096143026894, 93.66097261640681, 4.878962978486726, 0.01967074947957626, -0.03797456137024619, -0.43434553105183965, 0.0, 0.0, 0.0, 0.0012281834288929705, -0.0026226833637817137, 0.002174908155331119, -0.21005088281841017, -0.029475656665696476, 0.15592430889981293, -0.4881170620919683, 0.5438506047607801, 1.7732188143739986, -0.05410520681182424, -0.0, 0.0, 1560.0, 1.0, 1.0, 270.59000000000003, 270.59000000000003
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 270.732, -0.05410520681182424, -0.0, 270.74, -0.25506, 0.0, -10.594800000000001, -0.055549713002635046, 0.053413185579456776, 0.01922874680860444, 270.74, -0.4889466975572665, 0.5120962011039849, 1.7732188143739986, 0.002, 9.0, 10.0, 24.0, 0.0, 8.0, 12.0, 40.0, 55.0, 270.736, 3.0, 3.0, 270.736, 17.0, 23.0, 1520.0, 1.0, 0.0, 0.0, 0.0, 270.74, 19.0, -1.3, 0.0, 270.74, 4.990920881971466, 0.8366826886396582, 0.0, 270.74, 249.0, 0.0, 0.0, 0.0, 270.736, 39.85325794118667, 93.66135467959602, 4.879324484552342, 0.019599499993872664, -0.03834235872237647, -0.43432687699213296, 0.0, 0.0, 0.0, -0.0030448714174635683, -0.0026226833637817137, 3.838073215284982e-05, -0.21005088281841017, -0.029475656665696476, 0.15592430889981293, -0.4889466975572665, 0.5120962011039849, 1.7732188143739986, -0.05410520681182424, -0.0, 0.0, 1520.0, 1.0, 1.0, 270.74, 270.74
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 270.832, -0.05410520681182424, -0.0, 270.89, -0.2943, -0.07848000000000001, -10.535940000000002, -0.05982276784899159, 0.06409582269534814, 0.023501801654960984, 270.89, -0.48904157616975186, 0.5129167693864998, 1.7729990844586863, 0.002, 9.0, 10.0, 25.0, 0.0, 8.0, 12.0, 39.0, 56.0, 270.88, 3.0, 3.0, 270.838, 17.0, 23.0, 1540.0, 1.0, 0.0, 1.0, 20.0, 270.89, 19.0, -1.5, 0.0, 270.89, 4.98970016021973, 0.5272297245746548, 0.2204623483634699, 270.89, 249.0, 0.0, 0.0, 0.0, 270.886, 39.852618809815915, 93.66164694138364, 4.880785271511968, 0.01957572717191073, -0.03731195215588114, -0.4342888511241991, 0.0, 0.0, 0.0, -0.0009083439942852989, 0.001650371482574832, -0.002098146691025423, -0.21005088281841017, -0.029475656665696476, 0.15592430889981293, -0.48904157616975186, 0.5129167693864998, 1.7729990844586863, -0.05410520681182424, -0.0, 0.0, 1540.0, 1.0, 1.0, 270.89, 270.89
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 270.932, -0.05410520681182424, -0.0, 271.03000000000003, -0.5297400000000001, -0.21582, -10.692900000000002, -0.06195929527216986, 0.05982276784899159, 0.027774856501317523, 271.028, -0.4897717782569715, 0.5124450314407454, 1.7732188143739986, 0.002, 9.0, 10.0, 24.0, 0.0, 8.0, 12.0, 38.0, 56.0, 270.982, 3.0, 3.0, 270.992, 17.0, 22.0, 1660.0, 1.0, 0.0, 1.0, 20.0, 271.03000000000003, 19.0, -0.9, 0.0, 271.03000000000003, 4.990920881971466, 0.5677576867322804, 0.5138017853055619, 271.03000000000003, 249.0, 0.0, 0.0, 0.0, 271.026, 39.85231249827016, 93.66178358945302, 4.878230972063079, 0.01957134577039272, -0.036889564844257546, -0.43426387424512747, 0.0, 0.0, 0.0, -0.0009083439942852989, -0.0026226833637817137, 0.004311435578509389, -0.21005088281841017, -0.029475656665696476, 0.15592430889981293, -0.4897717782569715, 0.5124450314407454, 1.7732188143739986, -0.05410520681182424, -0.0, 0.0, 1660.0, 1.0, 1.0, 271.03000000000003, 271.03000000000003
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 271.132, -0.055850536063818595, -0.005235987755982989, 271.2, -0.3924, -0.1962, -11.556180000000001, -0.05982276784899159, 0.10682637115891355, 0.02136527423178271, 271.196, -0.4895452561347444, 0.5108280841149427, 1.773365300984207, 0.002, 7.0, 10.0, 28.0, 0.0, 8.0, 12.0, 37.0, 55.0, 271.196, 12.0, 3.0, 271.184, 16.0, 90.0, 1620.0, 1.0, 0.0, 1.0, 20.0, 271.2, 18.0, -17.6, 0.0, 271.2, 4.990310521095598, 0.5666590371557183, 0.692637521934844, 271.2, 249.0, 0.0, 0.0, 0.0, 271.196, 39.85167124371522, 93.662076571108, 4.880636818126305, 0.019734934379235337, -0.035488044995475254, -0.4342443712661809, 0.0, 0.0, 0.0, -0.005181398840641845, 0.03797133767660544, 0.002174908155331119, -0.21005088281841017, -0.029475656665696476, 0.15592430889981293, -0.4895452561347444, 0.5108280841149427, 1.773365300984207, -0.055850536063818595, -0.005235987755982989, 0.0, 1620.0, 1.0, 1.0, 271.2, 271.2
0.01, 0.03, 0.01, 0.03, 0.006413499999999999, -0.00664269971082221, 0.006413499999999999, -0.00664269971082221, 271.332, -0.055850536063818595, -0.005235987755982989, 271.35, -0.15696000000000002, 2.2366800000000002, -11.438460000000001, -0.04486707588674369, 0.12819164539069627, -0.002136527423178271, 271.348, -0.48152290734252406, 0.5026018122720511, 1.7732188143739986, 0.002, 7.0, 10.0, 25.0, 0.0, 8.0, 12.0, 36.0, 55.0, 271.348, 29.0, 3.0, 271.35, 17.0, 100.0, 1540.0, 1.0, 0.0, 1.0, 20.0, 271.35, 19.0, -27.200000000000003, 0.0, 271.35, 4.990310521095598, 0.5693446250095369, 0.737071793698024, 271.35, 249.0, 0.0, 0.0, 0.0, 271.348, 39.87283235843758, 93.65226131276627, 4.881889209236391, 0.019832800895446964, -0.017133293797443324, -0.43351368008029556, 0.006413499999999999, 0.0, 0.0, 0.007637765698427786, 0.061473139331566416, -0.012780783806916779, -0.20944410643882216, -0.02937181655288041, 0.1685973649880199, -0.48152290734252406, 0.5026018122720511, 1.7732188143739986, -0.055850536063818595, -0.005235987755982989, 0.0, 1540.0, 1.0, 1.0, 271.35, 271.35
0.02, 0.1, 0.03, 0.04, 0.0192405, -0.02657079884328884, 0.011223625, -0.0033213498554111043, 271.432, -0.05410520681182424, 0.005235987755982989, 271.5, 5.2974000000000006, -2.7468000000000004, -8.789760000000001, -0.06409582269534814, 0.02136527423178271, 0.008546109692713084, 271.498, -0.4748592841757075, 0.4934081054020846, 1.773292057679103, 0.002, 8.0, 9.0, 24.0, 0.0, 8.0, 12.0, 35.0, 55.0, 271.476, 64.0, 3.0, 271.498, 17.0, 108.0, 1480.0, 1.0, 0.0, 1.0, 20.0, 271.5, 19.0, -33.800000000000004, 0.0, 271.5, 4.990310521095598, 0.5673914702067597, 0.7494010833905547, 271.5, 249.0, 0.0, 0.0, 0.0, 271.496, 39.92995606034708, 93.62582591132707, 4.873643295177715, 0.013125329934916942, -0.008916483244310216, -0.436825570585489, 0.0192405, 0.0, 0.0, -0.0030448714174635683, -0.03253406728827751, -0.006371201537381965, -0.20750955899913806, -0.029042531035538943, 0.16686698829768698, -0.4748592841757075, 0.4934081054020846, 1.773292057679103, -0.05410520681182424, 0.005235987755982989, 0.0, 1480.0, 1.0, 1.0, 271.5, 271.5
0.4, 1.6300000000000001, 0.49, 0.63, 0.325485125, -0.40852603221556594, 0.179578, -0.04649889797575546, 271.632, -0.05235987755982989, 0.010471975511965978, 271.67, -2.7075600000000004, -1.3537800000000002, -10.182780000000001, -0.07905151465759604, 0.05982276784899159, 0.0, 271.668, -0.457664996377263, 0.48768589849102195, 1.7729258411535822, 0.002, 11.0, 10.0, 27.0, 0.0, 8.0, 12.0, 34.0, 54.0, 271.67, 49.0, 3.0, 271.662, 18.0, 62.0, 1560.0, 1.0, 0.0, 1.0, 20.0, 271.67, 20.0, -37.300000000000004, 0.0, 271.67, 4.989089799343862, 0.5673914702067597, 0.751598382543679, 271.67, 249.0, 1.0, 4.0, 0.0, 271.666, 39.94980923469533, 93.61662274479953, 4.858222837691073, 0.011530640221961952, -0.018887429294516967, -0.43936226497084263, 0.325485125, 0.0, 0.0, -0.01800056337971146, 0.00805995375210964, -0.021326893499629865, -0.16315417234727697, -0.021572733676528386, 0.1653856783121699, -0.457664996377263, 0.48768589849102195, 1.7729258411535822, -0.05235987755982989, 0.010471975511965978, 0.0, 1560.0, 1.0, 1.0, 271.67, 271.67
1.21, 1.84, 1.35, 1.46, 0.489029375, -0.20924504089089963, 0.450548375, -0.03653484840952209, 271.732, -0.05410520681182424, -0.005235987755982989, 271.81, 1.6088400000000003, -1.5107400000000002, -10.025820000000001, -0.03418443877085234, 0.03845749361720888, 0.004273054846356542, 271.80400000000003, -0.4507823745123895, 0.48786866519894106, 1.7731455710688944, 0.002, 13.0, 12.0, 24.0, 0.0, 8.0, 12.0, 30.0, 54.0, 271.80400000000003, 31.0, 3.0, 271.794, 17.0, 41.0, 1600.0, 1.0, 0.0, 1.0, 20.0, 271.81, 19.0, -36.9, 0.0, 271.81, 4.990920881971466, 0.5683680476081483, 0.746471351186389, 271.81, 249.0, 1.0, 4.0, 0.0, 271.806, 40.070387660935104, 93.56026493040324, 4.861877042073445, 0.011765006093001129, -0.028187751638621052, -0.44060364762619, 0.489029375, 0.0, 0.0, 0.020456930237497416, -0.030397539865099237, -0.01491731123009505, -0.11396788560867621, -0.01336303774154921, 0.1642922312781858, -0.4507823745123895, 0.48786866519894106, 1.7731455710688944, -0.05410520681182424, -0.005235987755982989, 0.0, 1600.0, 1.0, 1.0, 271.81, 271.81
